32,680,970,0,884,138,946,1,2,4,1,1,2,
741,572,0,0,403,0,970,2,2,3,2,2,2,
1326,279,0,777,0,821,0,2,2,3,2,2,2,
1907,0,870,0,866,154,970,2,3,2,2,2,2,
2538,0,970,0,801,114,938,2,2,2,2,2,2,
3114,918,0,970,121,687,0,2,2,2,2,2,2,
3694,183,970,0,677,194,173,2,2,2,2,2,2,
4269,966,0,970,193,416,61,2,2,2,2,2,2,
4848,130,851,0,434,252,0,2,2,2,2,2,2,
5427,536,0,0,453,0,970,2,2,2,2,2,2,
6018,666,0,970,121,855,0,2,2,2,2,2,2,
6585,206,8,5,206,258,238,2,2,2,2,2,2,
7124,0,676,0,768,0,969,2,2,2,2,2,2,
7673,136,970,0,970,21,970,2,2,2,2,2,2,
8212,118,970,0,816,135,970,2,2,2,2,2,2,
8760,257,0,398,0,310,0,2,2,2,2,2,2,
9298,454,0,716,0,493,0,2,2,1,1,2,1,
9837,888,0,970,0,823,0,2,2,1,1,2,1,
10374,970,0,970,65,899,0,2,1,1,2,1,1,
10943,0,970,0,863,119,970,2,1,1,2,1,2,
11512,705,0,969,123,642,305,2,2,1,2,1,2,
12096,150,969,0,597,173,537,1,2,2,2,2,2,
13000,249,0,634,0,787,0,2,2,2,2,2,2,
13700,203,0,293,79,320,0,2,2,2,2,2,2,
14383,0,969,0,969,109,636,2,1,2,2,2,2,
15212,846,0,0,561,0,968,2,2,2,2,2,2,
15869,156,417,0,908,0,695,2,2,2,2,2,2,
16628,274,0,520,0,614,0,2,2,2,2,2,2,
17184,969,0,970,116,967,0,2,2,2,2,2,2,
17733,56,513,0,337,0,533,2,2,2,2,2,2,
18302,174,548,0,468,242,23,2,2,2,2,2,2,
18849,688,0,970,0,969,0,2,2,3,2,2,2,
19398,962,0,969,140,717,0,2,2,2,2,2,2,
19941,172,419,0,969,132,247,2,2,3,2,2,2,
20560,257,752,0,666,0,969,2,2,2,2,2,2,
21123,115,966,0,612,228,566,2,2,2,2,2,2,
21667,352,0,424,0,409,0,2,2,2,2,2,2,
22205,617,0,895,651,0,930,2,2,2,2,2,2,
22788,0,970,0,893,0,970,2,2,2,2,2,2,
23324,85,970,0,916,152,970,2,2,2,2,2,2,
23862,120,970,0,772,133,970,2,2,2,2,2,2,
24399,175,544,0,590,138,677,2,2,2,2,2,2,
24937,193,0,0,304,251,0,2,2,2,2,2,2,
25473,263,0,405,0,311,0,2,2,2,2,2,2,
26008,380,0,573,0,366,0,2,2,1,1,2,1,
26545,632,0,813,0,580,0,1,2,1,2,2,1,
27086,969,0,970,0,925,0,2,1,1,1,1,1,
27622,968,0,969,0,970,0,2,2,1,2,2,2,
28159,714,0,970,160,673,0,2,2,1,2,2,2,
28696,297,199,0,309,83,285,2,2,1,2,2,2,
29233,0,620,0,533,0,720,2,2,2,2,2,2,
29769,0,970,0,850,0,970,2,2,2,2,2,2,
30306,172,970,0,970,89,969,2,2,2,2,2,2,
30844,133,970,0,807,116,970,2,2,2,2,2,2,
31381,110,637,0,574,193,681,2,2,2,2,2,2,
31920,231,0,0,389,208,89,2,2,2,2,2,2,
32490,516,0,564,131,574,0,2,2,2,2,2,2,
33028,289,168,0,253,233,134,2,2,2,2,2,2,
33564,0,506,0,324,17,366,2,2,2,2,2,2,
34101,0,694,0,470,0,708,2,2,2,2,2,2,
34637,90,970,0,904,135,970,2,2,3,2,2,3,
35184,107,969,0,782,138,970,2,2,2,2,2,2,
35723,221,392,0,446,161,476,2,2,2,2,2,2,
36260,167,28,223,173,260,0,2,2,2,2,2,2,
36796,365,0,432,0,278,0,2,2,2,2,2,2,
37331,547,0,719,0,484,0,2,2,2,2,2,2,
37867,846,0,970,0,840,0,2,2,2,2,2,2,
38402,970,0,970,179,870,0,2,2,2,2,2,2,
38946,528,0,709,116,607,0,2,2,2,2,2,2,
39482,245,181,4,178,345,89,2,2,2,2,2,2,
40020,0,526,0,343,0,383,2,2,2,2,2,2,
40557,0,722,0,546,0,723,2,2,2,2,2,2,
41095,0,969,0,754,0,969,2,2,1,2,2,2,
41630,0,969,0,945,0,970,2,2,2,2,2,2,
42168,67,969,0,681,230,0,2,2,2,2,2,2,
42723,247,0,417,0,386,0,2,1,2,2,2,2,
43261,619,0,905,0,624,0,2,2,1,2,2,2,
43796,867,0,970,0,868,0,2,2,1,1,2,2,
44333,886,0,970,0,970,0,2,2,1,1,2,1,
44869,841,0,970,129,838,0,2,2,2,2,2,2,
45406,619,0,832,225,587,0,2,2,2,2,2,2,
45941,376,171,0,298,187,163,2,2,2,2,2,2,
46483,0,969,0,555,311,0,2,2,2,2,2,2,
47079,606,0,815,133,579,0,2,2,2,2,2,2,
47645,149,969,0,968,140,970,2,2,2,2,2,2,
48186,102,965,0,691,155,970,2,2,2,2,2,2,
48726,222,0,0,401,194,167,2,2,2,2,2,2,
49264,247,0,378,0,321,0,2,2,2,2,2,2,
49799,465,0,578,0,377,0,2,2,2,2,2,2,
50336,623,0,895,0,648,0,2,2,2,2,2,2,
50872,966,0,970,0,886,0,2,2,2,2,2,2,
51409,970,0,969,127,867,0,2,2,3,2,2,2,
51947,767,0,970,153,714,0,2,2,2,2,2,2,
52526,171,967,0,650,193,962,2,2,3,2,2,2,
53063,158,353,0,371,256,0,2,2,2,2,2,2,
53600,345,0,384,11,316,0,2,2,2,2,2,2,
54137,679,0,881,0,660,0,2,2,2,2,2,2,
54673,916,0,970,75,870,0,2,2,2,2,2,2,
55210,970,0,970,145,964,0,2,2,2,2,2,2,
55746,712,0,971,163,702,0,2,2,2,2,2,2,
56286,342,0,252,175,439,0,2,2,2,2,2,2,
56826,0,576,0,378,0,492,2,2,2,2,2,2,
57363,0,832,0,604,0,822,2,2,2,2,2,2,
57900,0,970,0,771,0,970,2,2,2,2,2,2,
58439,138,970,0,970,0,970,2,2,2,2,2,2,
